user_id,name,screen_name,location,description,entities,protected,followers_count,friends_count,listed_count,favourites_count,geo_enabled,statuses_count,shared_location,shared_profile_picture,desc_words_Count
158110465,luis beauregard,luispablob,México,Periodista. @El_Pais | @asicomosuenamx. Opiniones personales.,"{""url"": {""urls"": [{""url"": ""https://t.co/hjDA8eRMqt"", ""expanded_url"": ""http://elpais.com/autor/luis_pablo_beauregard_alday/a/"", ""display_url"": ""elpais.com/autor/luis_pab\u2026"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,22599,1852,304,7224,1,18920,1,1,6
300548967,Jerome Ponce,ponce_jerome,MNL,Living life to its fullest 📧 a.bacudio@gmail.com Avel Bacudio: 09088189786 Starmagic: 09178730500,"{""url"": {""urls"": [{""url"": ""https://t.co/OEuFzsC7Ir"", ""expanded_url"": ""http://Instagram.com/mrjeromeponce"", ""display_url"": ""Instagram.com/mrjeromeponce"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,1276044,123,186,2,1,9086,1,1,12
465449509,EVELYN_McGEE,EBIRDWELL,"SANTA ANA, CA","160 Characters!?! I know I'm happy, at times I am an angry one, some days I wake up silly: that's only 3 characters. Who gets more than that?","{""description"": {""urls"": []}}",0,10,4,0,0,0,12,1,0,28
43908012,Marvin,RevistaMarvin,,"Tenemos 19 años hablando de entretenimiento.
También hacemos @FestivalMarvin 

#SigueLeyendo #QuédateEnCasa","{""url"": {""urls"": [{""url"": ""https://t.co/Tdc9bqAhAz"", ""expanded_url"": ""http://marvin.com.mx"", ""display_url"": ""marvin.com.mx"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,245655,1842,1378,8782,1,82159,0,1,11
2744287045,jajang busaeri,jbusaeri,,,"{""description"": {""urls"": []}}",0,2,39,0,4,0,12,0,1,1
1253160368,keyla bryant,keylabaybeee_,,"Follow me , if not move round ✌✋","{""description"": {""urls"": []}}",0,23,43,0,378,1,474,0,1,8
268191607,jewel,jewelsuper2000,,,"{""description"": {""urls"": []}}",0,8,44,0,2,0,1,0,0,1
2552262794,Devi purnamasari,VhieDhevi,bekasi,path : devi punamasari,"{""description"": {""urls"": []}}",0,40,84,0,9,0,14,1,1,4
3062103608,EmpatBelasMania,empatbelasmania,,,"{""description"": {""urls"": []}}",0,7,8,0,0,0,7,0,1,1
871963218,Enchong Dee,enchongdee777,,Filipino,"{""description"": {""urls"": []}}",0,683407,248,202,6965,1,8690,0,1,1
1650295458,Angela Dennis,ange_dennis,,"Mum, small business owner, writer, editor, marketer, salsera!","{""description"": {""urls"": []}}",0,5,45,0,66,0,10,0,1,8
107544554,Peter Gabriel,itspetergabriel,The Wild West of England,Updates on everything Peter Gabriel from https://t.co/QT378s1Cvm,"{""url"": {""urls"": [{""url"": ""https://t.co/QT378s1Cvm"", ""expanded_url"": ""http://petergabriel.com"", ""display_url"": ""petergabriel.com"", ""indices"": [0, 23]}]}, ""description"": {""urls"": [{""url"": ""https://t.co/QT378s1Cvm"", ""expanded_url"": ""http://petergabriel.com"", ""display_url"": ""petergabriel.com"", ""indices"": [41, 64]}]}}",0,206896,98,3481,235,1,1979,1,1,7
57605268,elena,MariaElenaDoyle,,,"{""url"": {""urls"": [{""url"": ""http://t.co/BtvjFIT6eQ"", ""expanded_url"": ""http://www.maria-elenadoyle.org"", ""display_url"": ""maria-elenadoyle.org"", ""indices"": [0, 22]}]}, ""description"": {""urls"": []}}",0,26,92,0,8,1,8,0,1,1
311044101,Daisja✨,DaisjaaMonee,912📍,albany state🐑 | God 1st ❤️| chasing dreams.🔬|,"{""description"": {""urls"": []}}",0,4529,2778,1,21764,1,38546,1,1,8
2962923040,Senator Ben Sasse,SenSasse,,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,"{""description"": {""urls"": []}}",0,146186,1,1803,1,0,910,0,1,18
137214792,Enzo Pineda,Enzo_Pineda,Quezon City,"Shapeshifter
World Vision & Wwf Ambassador 
Environmentalist","{""url"": {""urls"": [{""url"": ""https://t.co/VNFOeLSaeY"", ""expanded_url"": ""https://www.facebook.com/enzopineda"", ""display_url"": ""facebook.com/enzopineda"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,669366,280,505,881,0,28405,1,1,7
1335312702,Martin Meister G.,MartinMeisterG,Chile,"Director Ejecutivo #ClaseEjecutivaUC Universidad Católica de Chile, MSc Marketing de Boston University. Experto en Gestión Educativa y Estrategias de Marketing.","{""url"": {""urls"": [{""url"": ""https://t.co/lchSNCfQfM"", ""expanded_url"": ""http://www.martinmeister.cl"", ""display_url"": ""martinmeister.cl"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,176818,124839,911,87,1,24351,1,1,20
2436686367,Zarathustra Callao,soloparatuitear,Madrí,Música para tu coño,"{""url"": {""urls"": [{""url"": ""https://t.co/ABBPJHVuew"", ""expanded_url"": ""https://twitter.com/soloparatuitear/status/507959150476017664"", ""display_url"": ""twitter.com/soloparatuitea\u2026"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,51114,1023,566,192840,0,123476,1,1,4
29552191,Paola Del Castillo,paodlcastillo,Mexico City / Gallifrey,Time traveler | Pop culture junkie | Sci-fi & horror obsessed | Directora de @Extraordinerd | #Extraordinerds | contacto@extraordinerd.com,"{""url"": {""urls"": [{""url"": ""https://t.co/uyu9luo6Lc"", ""expanded_url"": ""http://www.youtube.com/Extraordinerd"", ""display_url"": ""youtube.com/Extraordinerd"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,154224,1116,480,14967,1,35071,1,1,19
964126410,Darman Putra Bungsu,darman3613,Kapas,Cakep,"{""url"": {""urls"": [{""url"": ""http://t.co/1bByXJstXX"", ""expanded_url"": ""http://www.facebook.com"", ""display_url"": ""facebook.com"", ""indices"": [0, 22]}]}, ""description"": {""urls"": []}}",0,1,14,0,1,1,14,1,1,1
1079510408,Andi Fadli,andi_fadli67,,,"{""description"": {""urls"": []}}",0,12,97,0,0,0,20,0,1,1
1061234719,Andi akbart,AndiAkbart,Bulukumba,,"{""description"": {""urls"": []}}",0,26,82,0,8,1,142,1,1,1
20014300,David Hasselhoff,DavidHasselhoff,"Los Angeles, California","𝗦𝗘𝗘 𝗜𝗧, 𝗕𝗘𝗟𝗜𝗘𝗩𝗘 𝗜𝗧, 𝗟I𝗩𝗘 𝗜𝗧
🌎 ғᴏʟʟᴏᴡ #theHoff  
💿 NEW ALBUM: https://t.co/q5xl74kYMu 
👕HOFFICIAL MERCHANDISE: https://t.co/IDPSrNHnw4","{""url"": {""urls"": [{""url"": ""https://t.co/V2L04FL5C4"", ""expanded_url"": ""http://www.davidhasselhoffonline.com"", ""display_url"": ""davidhasselhoffonline.com"", ""indices"": [0, 23]}]}, ""description"": {""urls"": [{""url"": ""https://t.co/q5xl74kYMu"", ""expanded_url"": ""http://orcd.co/openyoureyes"", ""display_url"": ""orcd.co/openyoureyes"", ""indices"": [61, 84]}, {""url"": ""https://t.co/IDPSrNHnw4"", ""expanded_url"": ""http://HoffShop.com"", ""display_url"": ""HoffShop.com"", ""indices"": [110, 133]}]}}",0,481135,39459,3804,377,1,8344,1,1,16
124526312,Kevin Johansen,k_Johansen,Kevinjohansenoficial Instagram,"Live and let love..y deberás amar/ amar, amar hasta morir. Amo a los animales y a los humanos, somos lo mismo, solo que más feroces. The Nada. Sur!.","{""url"": {""urls"": [{""url"": ""https://t.co/iDTDgzSzc7"", ""expanded_url"": ""https://smarturl.it/AlgoRitmos"", ""display_url"": ""smarturl.it/AlgoRitmos"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,208791,7261,1197,464,1,26152,1,1,28
192945691,Isaac Sánchez,Loulogio_Pi,Taxus,"Dibujante y chamullero.
Contacto profesional:
Loulogiomail@gmail.com","{""url"": {""urls"": [{""url"": ""https://t.co/BpzNriKLAS"", ""expanded_url"": ""https://www.twitch.tv/isaacsanchez_art"", ""display_url"": ""twitch.tv/isaacsanchez_a\u2026"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,294905,1193,868,28841,1,54516,1,1,6
26330200,LUISENRIQUE,LUISENRIQUE21,XIXON BCN ,Lloraba porque no tenía zapatos hasta que vi a un hombre que no tenía pies.,"{""url"": {""urls"": [{""url"": ""https://t.co/BwliHyqL0S"", ""expanded_url"": ""http://www.luisenrique21.com"", ""display_url"": ""luisenrique21.com"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,793153,186,4236,321,1,5974,1,1,15
46470122,LA County Sheriffs,LASDHQ,"Los Angeles County, California",Los Angeles County Sheriff's Department (Headquarters). Official. #LASD https://t.co/icwmbwgpc3 https://t.co/aqLb8E8unL,"{""url"": {""urls"": [{""url"": ""https://t.co/jr2qeQPnRS"", ""expanded_url"": ""http://careers.lasd.org"", ""display_url"": ""careers.lasd.org"", ""indices"": [0, 23]}]}, ""description"": {""urls"": [{""url"": ""https://t.co/icwmbwgpc3"", ""expanded_url"": ""http://www.lasd.org"", ""display_url"": ""lasd.org"", ""indices"": [72, 95]}, {""url"": ""https://t.co/aqLb8E8unL"", ""expanded_url"": ""https://www.facebook.com/LosAngelesCountySheriffsDepartment"", ""display_url"": ""facebook.com/LosAngelesCoun\u2026"", ""indices"": [96, 119]}]}}",0,137661,179,1791,3041,1,23014,1,1,10
586536942,hendri dilovely,HendriDilovely,,"hidup jangan dbuat susah, HAPPy aja","{""description"": {""urls"": []}}",0,32,94,0,2,0,23,0,1,6
64972721,Erika Lust,erikalust,"Barcelona, Spain","Indie Adult Filmmaker 💁🏼🎬❤🎥 
Creator of @XConfessions & new studio @Lust_Cinema","{""url"": {""urls"": [{""url"": ""https://t.co/dFXE4PBtWc"", ""expanded_url"": ""http://www.erikalust.com"", ""display_url"": ""erikalust.com"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,78992,10896,750,11922,1,12336,1,1,11
552561770,Inés Arrimadas 🖤🇪🇸,InesArrimadas,Barcelona,Derecho y ADE. Consultora. Presidenta de @CiudadanosCs 🍊 Canal de Telegram: https://t.co/eaENMRStZM,"{""url"": {""urls"": [{""url"": ""https://t.co/2fZ28o6US7"", ""expanded_url"": ""https://www.instagram.com/inesarrimadas/"", ""display_url"": ""instagram.com/inesarrimadas/"", ""indices"": [0, 23]}]}, ""description"": {""urls"": [{""url"": ""https://t.co/eaENMRStZM"", ""expanded_url"": ""https://t.me/InesArrimadasCs"", ""display_url"": ""t.me/InesArrimadasCs"", ""indices"": [76, 99]}]}}",0,668686,1452,2339,1026,1,5738,1,1,12
95507072,Ana Rent,AnaRent,MTY - CDMX,"Amante del periodismo, autoproclamada reina del sospechosismo y princesa de la población. Hago videos, escribo y opino. Contacto: contactoanarent@gmail.com","{""url"": {""urls"": [{""url"": ""https://t.co/XFzWtMMDl6"", ""expanded_url"": ""https://ana.rent/"", ""display_url"": ""ana.rent"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,81088,1086,522,20810,1,141828,1,1,19
3068733530,Helio Flores,Helioflores_mex,,Caricaturista,"{""description"": {""urls"": []}}",0,87118,434,421,1231,1,3111,0,1,1
1439391830,Cocong,CocongAndhy,Stim Nitro Makassar,Cari tau aja,"{""description"": {""urls"": []}}",0,15,88,0,1,1,43,1,1,3
14216203,the script 🌄🌑,thescript,On tour...,𝐒𝐔𝐍𝐒𝐄𝐓𝐒 & 𝐅𝐔𝐋𝐋 𝐌𝐎𝐎𝐍𝐒 is OUT NOW 🌄🌑 https://t.co/g24dvVUxvv,"{""url"": {""urls"": [{""url"": ""https://t.co/s9L3kSwHTW"", ""expanded_url"": ""http://thescriptmusic.com"", ""display_url"": ""thescriptmusic.com"", ""indices"": [0, 23]}]}, ""description"": {""urls"": [{""url"": ""https://t.co/g24dvVUxvv"", ""expanded_url"": ""http://smarturl.it/ts_sunsetsfullmoon"", ""display_url"": ""smarturl.it/ts_sunsetsfull\u2026"", ""indices"": [35, 58]}]}}",0,2006790,42967,6420,70300,1,22891,1,1,9
254542744,Proscojoncio,Proscojoncio,,"Solípedo cabroncete.

Contacto: proscojoncio@gmail.com

Si quieres invitarme a un café: https://t.co/OEinisUZSi","{""url"": {""urls"": [{""url"": ""https://t.co/puMoQ9mb3g"", ""expanded_url"": ""https://www.mindangos.com/es/2_proscojoncio"", ""display_url"": ""mindangos.com/es/2_proscojon\u2026"", ""indices"": [0, 23]}]}, ""description"": {""urls"": [{""url"": ""https://t.co/OEinisUZSi"", ""expanded_url"": ""http://ko-fi.com/proscojoncio"", ""display_url"": ""ko-fi.com/proscojoncio"", ""indices"": [88, 111]}]}}",0,107649,387,861,112609,0,75684,0,1,11
118779247,Garbiñe Muguruza,GarbiMuguruza,,Because life is just too big to play small 🎾 https://t.co/YibQxDQJPj,"{""url"": {""urls"": [{""url"": ""https://t.co/uHTbsa0DbC"", ""expanded_url"": ""https://www.rivalworld.com/collections/garbine-muguruza"", ""display_url"": ""rivalworld.com/collections/ga\u2026"", ""indices"": [0, 23]}]}, ""description"": {""urls"": [{""url"": ""https://t.co/YibQxDQJPj"", ""expanded_url"": ""http://Instagram.com/garbimuguruza/"", ""display_url"": ""Instagram.com/garbimuguruza/"", ""indices"": [45, 68]}]}}",0,500321,241,2226,1804,1,2739,0,1,11
419230491,Sebastian Telfair BA,BassyS31T,moves ,🏀10yrs Nba now it’s the #take2 🎤music available on iTunes - 9️⃣9️⃣MOVES IG @PICOFMEROLLING,"{""url"": {""urls"": [{""url"": ""https://t.co/gpxhVeBGtv"", ""expanded_url"": ""https://youtu.be/LI5MHD2-Euk"", ""display_url"": ""youtu.be/LI5MHD2-Euk"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,34075,1119,210,57,0,1609,1,1,14
2938852835,Kloppholic,Kloppholic,,Liverpool fan,"{""description"": {""urls"": []}}",0,173315,384,758,1116,0,2914,0,1,2
6573352,Adam Mosseri 😷,mosseri,,"Head of Instagram, former head of News Feed and designer. Father of two boys, husband to an amazing woman, from New York.","{""url"": {""urls"": [{""url"": ""https://t.co/JD6ylSQOer"", ""expanded_url"": ""http://instagram.com/mosseri"", ""display_url"": ""instagram.com/mosseri"", ""indices"": [0, 23]}]}, ""description"": {""urls"": []}}",0,52815,724,593,2398,1,190,0,1,22
57266573,💙,StalkingPromise,new orleans⚜️ Atlanta,IG: StalkingPromise,"{""description"": {""urls"": []}}",0,5244,782,15,25204,0,150012,1,1,2
